ST # ,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR ,BLG TYPE ,MUNICIPALITY ,DESCRIPTION,D.U.,VALUE,FT2,PERMIT#,APPL. TYPE,ISSUED DATE
1971  ,ORCHARDVIEW AVE ,K4A3H2,Ward 19,50M-201,222,AMOR CONSTRUCTION (176026 CANADA INC.),Demolition,Cumberland,Demolish a 2 storey detached dwelling (due to sinking),-1.0,48000.0,-2000.0,2200082,Demolition,2022-01-07 09:20:57
41  ,PRITCHARD DR ,K2G1B2,Ward 9,378656,321,OGC LTD.,Coach House,Nepean,Construct a 1 storey coach house (rear yard),1.0,235945.9,1140.0,2200083,Construction,2022-01-07 09:38:57
363  ,RIDEAU ST ,K1N5Y6,Ward 12,43586,PT LOTS 13 to 15,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Repairs to a parking garage of a 1 storey retail building,0.0,980000.0,116250.23,2200084,Construction,2022-01-07 09:48:56
1396  ,NORMANDY CRES ,K2C0N5,Ward 16,4M-,26,BAREFOOT HOME,Single,Old Ottawa,Interior alterations to remove loadbearing and non-loadbearing walls on the 1st floor of a 2 storey detached dwelling,0.0,11000.0,650.0,2200085,Construction,2022-01-07 10:26:01
424  ,PARKDALE AVE ,K1Y1H1,Ward 15,4M-,832,CONTRACTOR UNKNOWN,Office,Old Ottawa,Tenant fit up on the 1st and 2nd floors of a 2 storey office building (Better Business Bureau),0.0,250000.0,4800.0,2200086,Construction,2022-01-07 10:35:01
1234 B ,RIDEOUT CRES ,K2C2X7,Ward 8,4M-,,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a secondary dwelling unit in the basement of a 1 storey detached dwelling (3-bedroom),1.0,40000.0,1184.03,2200087,Construction,2022-01-07 10:35:06
1234  ,RIDEOUT CRES ,K2C2X7,Ward 8,4M-,,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a secondary dwelling unit in the basement of a 1 storey detached dwelling (3-bedroom),1.0,40000.0,1184.03,2200087,Construction,2022-01-07 10:35:06
1156  ,WELLINGTON ST W,K1Y4H4,Ward 15,4M-,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,"Interior alterations on floors 1, 2 and 3 of a 3 storey institutional building",0.0,115500.0,1000.0,2200088,Construction,2022-01-07 11:07:57
10  ,COPE DR ,K2M0N2,Ward 23,4M-,31,PAUL MARQUES ARCHITECT INC.,Other,Kanata,TEMPORARY PERMIT: Erect a temporary tent for a seasonal outdoor garden centre (Metro),0.0,25000.0,3200.0,2200089,Construction,2022-01-07 11:21:37
180  ,ELGIN ST ,K2P2K3,Ward 14,4M-,,RON EASTERN CONSTRUCTION LTD.,Office,Old Ottawa,PLUMBING ONLY: Install a backflow prevention device in a 15 storey office building,0.0,0.0,0.0,2200090,Construction,2022-01-07 11:29:35
101  ,ANGELONIA CRES ,K1T0Y4,Ward 22,4M-1676,,TARTAN HOMES CORPORATION,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: Cortland Modern 6215 2020 A,Gala 2020 Modern 6225 end,Gala 2020 Modern 6225 end,Spartan modern 6200 2020 A,Fuji 2020 Modern 6205 mid 2",5.0,1139584.0,8762.0,2200091,Construction,2022-01-07 11:35:43
103  ,ANGELONIA CRES ,K1T0Y4,Ward 22,4M-1676,,TARTAN HOMES CORPORATION,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: Cortland Modern 6215 2020 A,Gala 2020 Modern 6225 end,Gala 2020 Modern 6225 end,Spartan modern 6200 2020 A,Fuji 2020 Modern 6205 mid 2",5.0,1139584.0,8762.0,2200091,Construction,2022-01-07 11:35:43
105  ,ANGELONIA CRES ,K1T0Y4,Ward 22,4M-1676,,TARTAN HOMES CORPORATION,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: Cortland Modern 6215 2020 A,Gala 2020 Modern 6225 end,Gala 2020 Modern 6225 end,Spartan modern 6200 2020 A,Fuji 2020 Modern 6205 mid 2",5.0,1139584.0,8762.0,2200091,Construction,2022-01-07 11:35:43
107  ,ANGELONIA CRES ,K1T0Y5,Ward 22,4M-1676,,TARTAN HOMES CORPORATION,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: Cortland Modern 6215 2020 A,Gala 2020 Modern 6225 end,Gala 2020 Modern 6225 end,Spartan modern 6200 2020 A,Fuji 2020 Modern 6205 mid 2",5.0,1139584.0,8762.0,2200091,Construction,2022-01-07 11:35:43
109  ,ANGELONIA CRES ,K1T0Y5,Ward 22,4M-1676,,TARTAN HOMES CORPORATION,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: Cortland Modern 6215 2020 A,Gala 2020 Modern 6225 end,Gala 2020 Modern 6225 end,Spartan modern 6200 2020 A,Fuji 2020 Modern 6205 mid 2",5.0,1139584.0,8762.0,2200091,Construction,2022-01-07 11:35:43
1625  ,FISHER AVE ,K2C1X8,Ward 16,455,96,TREVI POOLS,Single,Old Ottawa,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2200092,Pool Enclosure,2022-01-07 11:41:08
45  ,KINETIC WAY ,K2J0E1,Ward 3,4M1625,LOT 15,***CONTRACTOR***,Single,Nepean,Construct a secondary dwelling unit in the basement of a 2 storey detached dwelling,1.0,20000.0,700.0,2200093,Construction,2022-01-07 11:52:47
26  ,WICK CRES ,K1J7H2,Ward 11,652,178,CONTRACTOR UNKNOWN,Demolition,Gloucester,Demolish a 2 storey detached dwelling,-1.0,40000.0,-3000.0,2200094,Demolition,2022-01-07 11:55:46
230  ,WOODRIDGE CRES ,K2B8G2,Ward 7,492088,,CONTRACTOR UNKNOWN,Apartment,Nepean,Interior alterations in a 12 storey apartment building (basement),0.0,300000.0,3548.0,2200095,Construction,2022-01-07 12:21:05
2980  ,CARLING AVE ,K2B7K2,Ward 7,,43&44,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Exterior alterations to 4 storey institutional building (Carling Family Centre),0.0,800000.0,2583.0,2200096,Construction,2022-01-07 13:34:36
206  ,SPARKS ST ,K1P5C1,Ward 14,4M-,,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alterations to existing fire alarm system in a 3 storey mixed use building,0.0,12000.0,215.0,2200097,Construction,2022-01-07 13:48:29
210  ,SPARKS ST ,K1P5C1,Ward 14,4M-,,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alterations to existing fire alarm system on the first floor of a 3 storey mix-use building (Brixton Pub),0.0,12000.0,2000.0,2200098,Construction,2022-01-07 13:55:10
4785  ,MASSEY LANE ,K1J8W8,Ward 11,M272,11,ROYAL POOLS AND HOT TUBS,Single,Gloucester,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2200099,Pool Enclosure,2022-01-07 14:05:47
739  ,EASTBOURNE AVE ,K1K0H8,Ward 13,M-85,338,THE FIREPLACE CENTER AND PATIO SHOP,Single,Old Ottawa,Install a woodstove in a 2 storey detached dwelling (ground floor),0.0,11863.57,0.0,2200101,Construction,2022-01-07 14:46:17
146  ,STEWART ST ,K1N6J7,Ward 12,4M-,PT LOT 17,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Exterior alterations to 8 storey apartment building (install entrance canopy),0.0,29800.0,80.0,2200102,Construction,2022-01-07 15:22:05
723  ,ROSALES RIDGE ,K1T0W1,Ward 20,4M-1659,102,CLARIDGE HOMES (BANK ST) L.P.,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: Lockport II 2018 Contemporary,1.0,576240.0,3446.0,2200103,Construction,2022-01-07 15:22:13
262  ,LAVERGNE ST ,K1L5E5,Ward 12,4M-,20,HORIZON PLUMBING & PIPING SYSTEMS,Semi - Detached,Vanier,PLUMBING ONLY - Install a sanitary backwater valve in a 2 storey semi-detached dwelling,0.0,0.0,0.0,2200104,Construction,2022-01-07 15:24:07
1005  ,PLANTE DR ,K1V9E5,Ward 16,M139,28,OGC LTD.,Single,Old Ottawa,Interior alterations on the 1st floor of a 2 storey detached dwelling,0.0,40000.0,1226.0,2200105,Construction,2022-01-07 15:33:17
417  ,PHOENIX CRES ,K1E2G2,Ward 1,,PT LOT B,CONTRACTOR UNKNOWN,Single,Cumberland,Interior alterations to a 2 storey detached dwelling,0.0,5000.0,100.0,2200106,Construction,2022-01-10 11:02:51
1510  -506,RIVERSIDE DR ,K1G4X5,Ward 17,4M-,,OGC LTD.,Apartment,Old Ottawa,"Interior alterations in 28 storey condo building (Unit 506, walk in closet and bathroom renovation)",0.0,18433.37,186.0,2200107,Construction,2022-01-10 11:09:55
147  ,WITHROW AVE ,K2G2J6,Ward 8,M115,41,CONTRACTOR UNKNOWN,Single,Nepean,Exterior alterations to a 2 storey detached dwelling,0.0,8950.0,70.0,2200108,Construction,2022-01-10 11:18:01
10  ,KIRKSTALL AVE ,K2G3M5,Ward 9,378655,209,CONTRACTOR UNKNOWN,Single,Nepean,"Construct a SDU (basement), attached garage and interior alterations to a 1 storey detached dwelling",1.0,50000.0,1447.0,2200110,Construction,2022-01-10 11:43:37
18  ,BEDFORD CRES ,K1K0E4,Ward 13,M-83,156,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 2 storey detached dwelling,-1.0,15000.0,-883.0,2200111,Demolition,2022-01-10 11:57:38
18  ,BEDFORD CRES ,K1K0E4,Ward 13,M-83,156,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 2 storey detached dwelling,1.0,635679.4500000001,4635.0,2200112,Construction,2022-01-10 12:02:12
1470  ,HERON RD ,K1V6A5,Ward 18,,,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Interior and exterior alterations to a 3 storey apartment building (fire damage repair - Units 303 to 309),0.0,450000.0,6598.28,2200113,Construction,2022-01-10 12:08:11
855  ,BROOKFIELD RD ,K1V2E4,Ward 16,31,4,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior/exterior alterations to a 2 storey office building,0.0,40000.0,269.09000000000003,2200114,Construction,2022-01-10 12:10:43
1221  ,CYRVILLE RD ,K1J7S8,Ward 11,4M-,26,CONTRACTOR UNKNOWN,Office,Gloucester,Alterations to a 1 storey warehouse (City of Ottawa Elections Office),0.0,210000.0,11570.0,2200115,Construction,2022-01-10 12:23:17
187  ,MOUNTBATTEN AVE ,K1H5V6,Ward 18,,17,BMX POOLS,Single,Old Ottawa,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2200116,Pool Enclosure,2022-01-10 13:09:15
854  ,OAT STRAW WAY ,K1T0M2,Ward 20,4M-1492,31,CONTRACTOR UNKNOWN,Single,Gloucester,Construct a secondary dwelling unit in the basement of a 2 storey detached dwelling,1.0,28660.0,617.0,2200117,Construction,2022-01-10 13:55:16
2748  ,GRAND VISTA CIR ,K2J0W6,Ward 3,4M-1410,36,WILLBROOK CONSTRUCTION INC.,Single,Nepean,Finish the basement in a 2 storey detached dwelling,0.0,54044.61,1163.0,2200118,Construction,2022-01-10 14:24:47
323  ,WESTAR FARM WAY ,K0A1B0,Ward 21,4M1785,8,POOL BUILDERS OTTAWA,Single,Goulbourn,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2200119,Pool Enclosure,2022-01-10 15:06:43
16  ,PANANDRICK VIEW DR ,K2W1A5,Ward 5,4M-509,18,POOL BUILDERS OTTAWA,Single,Kanata,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2200120,Pool Enclosure,2022-01-10 15:14:23
512  ,NORDMANN FIR CRT ,K2V0N5,Ward 6,4M-,,CONTRACTOR UNKNOWN,Single,Kanata,Finish the basement in a 2 storey detached dwelling,0.0,33504.87,721.0,2200121,Construction,2022-01-10 15:20:27
61  ,SAVAGE DR ,K2S1H7,Ward 6,4M-,4,AMSTED DESIGN BUILD,Single,Goulbourn,Interior alterations to the basement of a 2 storey detached dwelling,0.0,8500.0,89.0,2200122,Construction,2022-01-10 15:26:54
1830  ,BANK ST ,K1V7Y6,Ward 17,,PT LOT 23,CONTRACTOR UNKNOWN,Office,Old Ottawa,Tenant fit up to a 1 storey mixed use building (Dental Lab - Algonquin Careers Acadamy),0.0,96000.0,1606.0,2200123,Construction,2022-01-10 15:41:55
9 B ,MARTINGALE CRT ,K2M2B7,Ward 23,4M685,1,CONTRACTOR UNKNOWN,Single,Kanata,Construct a secondary dwelling unit in a 2 storey detached house (basement),1.0,26000.0,1883.68,2200124,Construction,2022-01-10 15:44:09
9  ,MARTINGALE CRT ,K2M2B7,Ward 23,4M685,1,CONTRACTOR UNKNOWN,Single,Kanata,Construct a secondary dwelling unit in a 2 storey detached house (basement),1.0,26000.0,1883.68,2200124,Construction,2022-01-10 15:44:09
20  ,ROCHESTER ST ,K1R7V1,Ward 14,13,PT LOTS 5-7,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior/exterior alterations on the 1st floor of a 3 storey office building (Ottawa Community Housing - Relocation of entrance door & office fit-up),0.0,80800.0,100.0,2200125,Construction,2022-01-11 09:16:44
85  ,MARIER AVE ,K1L5S2,Ward 12,4M-,28,CONTRACTOR UNKNOWN,Duplex,Vanier,Interior Alterations to a 2 storey duplex,0.0,10000.0,17.0,2200126,Construction,2022-01-11 09:41:38
110  -40,WALNUT CRT ,K1R7W2,Ward 14,73,PT LOT 13,CONCEPT MICHEL GAUVIN INC.,Single,Old Ottawa,Construct a 1 storey addition on a 2 storey detached dwelling (Unit 40),0.0,4646.75,25.0,2200128,Construction,2022-01-11 10:39:04
542  ,TENOR RIDGE ,K4M0L5,Ward 22,4M-1688,244,URBANDALE CONSTRUCTION,Single,Gloucester,Construct a 2 storey detached dwelling,1.0,400737.14,2582.0,2200129,Construction,2022-01-11 13:08:45
544  ,TENOR RIDGE ,K4M0L5,Ward 22,4M1688,245,URBANDALE CONSTRUCTION,Single,Gloucester,Construct a 2 storey detached dwelling,1.0,413794.46,2638.0,2200130,Construction,2022-01-11 13:10:05
546  ,TENOR RIDGE ,K4M0L5,Ward 22,4M-1688,246,URBANDALE CONSTRUCTION,Single,Gloucester,Construct a 2 storey detached dwelling,1.0,400737.14,2582.0,2200131,Construction,2022-01-11 13:10:57
106  ,ORCHESTRA WAY ,K4M0N7,Ward 22,4M-,,URBANDALE CONSTRUCTION,Single,Gloucester,Construct a 2 storey detached dwelling (S-44400-20 Portland 20 Pacific 20),1.0,566812.58,3654.0,2200132,Construction,2022-01-11 13:12:33
4473  ,INNES RD ,K4A1A7,Ward 19,4M-,A,CONTRACTOR UNKNOWN,Office,Cumberland,Tenant fit-up on the 3rd floor of a 4 storey office building (unit 302),0.0,85000.0,1422.0,2200133,Construction,2022-01-11 13:28:23
445  ,RICHMOND RD ,K2A3W6,Ward 15,4M-,29,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Interior alterations in an 18 storey apartment unit (renovate 2 units and corridor),0.0,124694.48,1900.0,2200134,Construction,2022-01-11 13:35:19
614  ,KENABEEK TERR ,K4M0M2,Ward 22,4M-1672,71,CLARIDGE HOMES (RIVERS EDGE SOUTH) INC,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: Augusta 2021 Crafts./Cont.,1.0,604500.0,3615.0,2200135,Construction,2022-01-11 13:44:03
81  ,RIOCAN AVE ,K2J5G4,Ward 22,4M-1134,,CONTRACTOR UNKNOWN,Retail,Nepean,Tenant Fit-up to a 1 storey retail building,0.0,125000.0,2034.38,2200136,Construction,2022-01-11 13:46:52
51  ,PRESTON ST ,K1R7N6,Ward 14,13,36,CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,Repair front porch of a rowhouse dwelling,0.0,60000.0,65.0,2200137,Construction,2022-01-11 13:56:09
511  ,ADANE WAY ,K4M0L6,Ward 22,4M-1672,31,CLARIDGE HOMES (RIVERS EDGE SOUTH) INC,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: Kawartha 2018 D,1.0,476577.0,2850.0,2200138,Construction,2022-01-11 14:11:11
419  ,SHUTTLEWORTH DR ,K1T0V4,Ward 20,4M-1659,144,CLARIDGE HOMES (BANK ST) L.P.,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: Lockport II 2018 C,1.0,576240.0,3446.0,2200139,Construction,2022-01-11 14:18:17
1795  ,HUTTON AVE ,K1G1M1,Ward 18,4M-,91,CONTRACTOR UNKNOWN,Single,Old Ottawa,"Interior alterations to a 1 storey detached dwelling (front entrance addition, remove loadbearing wall on 1st floor, and finish the basement)",0.0,49882.0,900.0,2200140,Construction,2022-01-11 15:40:57
4048  ,CARLING AVE ,K2K1Y1,Ward 4,4M-,,CONTRACTOR UNKNOWN,Retail,Kanata,Interior Alterations to a 1 storey retail building (Grocery Store),0.0,40000.0,376.74,2200141,Construction,2022-01-12 09:17:10
377  ,TEMPLETON ST ,K1N6Y1,Ward 12,108257,106,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations in a 2 storey detached dwelling,0.0,15000.0,100.0,2200142,Construction,2022-01-12 09:37:29
110  ,DANZIG TERR ,K2V0C4,Ward 6,,,IMPRESSIONS GROUP OTTAWA,Single,Goulbourn,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2200143,Pool Enclosure,2022-01-12 09:41:50
24  -202,SPRINGFIELD RD ,K1M1C9,Ward 13,4M-,,M. MACDONALD PLUMBING,Apartment,Old Ottawa,PLUMBING ONLY - Replace tub with shower and new toilet and faucet (Unit# 202),0.0,0.0,0.0,2200144,Construction,2022-01-12 09:53:28
38  ,PELLAN CRES ,K2K1J5,Ward 4,826,365,IMPRESSIONS GROUP OTTAWA,Single,Kanata,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2200145,Pool Enclosure,2022-01-12 09:56:26
199  ,HICKSTEAD WAY ,K2S2L3,Ward 21,4M-1647,33,CONTRACTOR UNKNOWN,Single,Goulbourn,Finish basement in a 2 detached dwelling,0.0,32064.3,690.0,2200146,Construction,2022-01-12 10:04:35
8351  ,COPELAND RD ,K0A1B0,Ward 21,4M-,6,FRIENDLY FIRES,Single,Goulbourn,Install a wood burning fireplace,0.0,9000.0,0.0,2200147,Construction,2022-01-12 10:17:13
232  ,SUMMERVIEW TERR ,K4P0E9,Ward 20,4M-1572,,CONTRACTOR UNKNOWN,Single,Osgoode,Construct a 2 storey detached dwelling,1.0,669132.0,3600.0,2200148,Construction,2022-01-12 10:36:48
555  ,ALBERT ST ,K1R1C5,Ward 14,4M-,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,FOUNDATION ONLY: Construct a 6 storey library and archives building.,0.0,0.0,0.0,2200149,Construction,2022-01-12 10:45:06
161  ,ELGIN ST ,K2P2K1,Ward 14,4M-,,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alteration in a 6 storey office building (Court House),0.0,304946.96,333.0,2200150,Construction,2022-01-12 10:55:34
250  ,ALBERT ST ,K1P6M1,Ward 14,4M-,,MADDISON CONSTRUCTION LIMITED,Office,Old Ottawa,Interior alterations to the parking garage of a 14 storey office building,0.0,200000.0,48438.0,2200151,Construction,2022-01-12 11:00:29
1375  ,BASELINE RD ,K2C4E3,Ward 16,4M-,,CONTRACTOR UNKNOWN,Retail,Old Ottawa,"Interior alterations in a 1 storey retail building (Walmart, OMNI space and security gates)",0.0,250000.0,5000.0,2200152,Construction,2022-01-12 11:04:43
2184  ,RIVER RD ,K4M1B4,Ward 20,4M-,,CONTRACTOR UNKNOWN,Single,Osgoode,Finish basement in a 1 storey detached dwelling,0.0,91313.55,1965.0,2200153,Construction,2022-01-12 11:06:33
3584  ,CROSSWIND CRES ,K0A2W0,Ward 20,4M1457,61,CONTRACTOR UNKNOWN,Single,Osgoode,Finish the basement in a 1 storey detached dwelling,0.0,65025.94,1399.31,2200154,Construction,2022-01-12 11:12:30
2900  ,WOODROFFE AVE ,K2J4G3,Ward 3,4M-796,,CONTRACTOR UNKNOWN,Retail,Nepean,Interior alterations to 1 storey retail building (Woodroffe Family Dental - Unit 8),0.0,127900.0,1155.0,2200155,Construction,2022-01-12 11:30:27
1346  ,REVELL DR ,K4M1K8,Ward 21,4M-716,54,CADA CONSTRUCTION,Single,Rideau,"Construct an addition, a front canopy, a rear yard terrace and interior alterations to a 1 storey detached dwelling",0.0,971745.82,386.0,2200156,Construction,2022-01-12 11:40:58
324  ,HEDLEY WAY ,K2W0E4,Ward 5,4M-1466,2,IMPRESSIONS GROUP OTTAWA,Single,Kanata,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2200157,Pool Enclosure,2022-01-12 12:03:19
3516  ,WYMAN CRES ,K1V0Y9,Ward 10,4M-775,20,LUMEN HOMES INC,Single,Gloucester,Construct an addition on a 2 storey detached dwelling (rear yard),0.0,34317.18,184.63,2200158,Construction,2022-01-12 12:13:12
58  ,ARINTO PL ,K2S2R7,Ward 23,,PT LOT 31,CLARIDGE HOMES (BRIDLEWOOD TRAILS PHASE 3) INC,Rowhouse,Goulbourn,Construct a 3 storey block of 12 back-to-back townhouse dwellings,12.0,1867290.88,16744.0,2200159,Construction,2022-01-12 12:14:27
60  ,ARINTO PL ,K2S2R7,Ward 23,,PT LOT 31,CLARIDGE HOMES (BRIDLEWOOD TRAILS PHASE 3) INC,Rowhouse,Goulbourn,Construct a 3 storey block of 12 back-to-back townhouse dwellings,12.0,1867290.88,16744.0,2200159,Construction,2022-01-12 12:14:27
62  ,ARINTO PL ,K2S2R7,Ward 23,,PT LOT 31,CLARIDGE HOMES (BRIDLEWOOD TRAILS PHASE 3) INC,Rowhouse,Goulbourn,Construct a 3 storey block of 12 back-to-back townhouse dwellings,12.0,1867290.88,16744.0,2200159,Construction,2022-01-12 12:14:27
64  ,ARINTO PL ,K2S2R7,Ward 23,,PT LOT 31,CLARIDGE HOMES (BRIDLEWOOD TRAILS PHASE 3) INC,Rowhouse,Goulbourn,Construct a 3 storey block of 12 back-to-back townhouse dwellings,12.0,1867290.88,16744.0,2200159,Construction,2022-01-12 12:14:27
66  ,ARINTO PL ,K2S2R7,Ward 23,,PT LOT 31,CLARIDGE HOMES (BRIDLEWOOD TRAILS PHASE 3) INC,Rowhouse,Goulbourn,Construct a 3 storey block of 12 back-to-back townhouse dwellings,12.0,1867290.88,16744.0,2200159,Construction,2022-01-12 12:14:27
68  ,ARINTO PL ,K2S2R7,Ward 23,,PT LOT 31,CLARIDGE HOMES (BRIDLEWOOD TRAILS PHASE 3) INC,Rowhouse,Goulbourn,Construct a 3 storey block of 12 back-to-back townhouse dwellings,12.0,1867290.88,16744.0,2200159,Construction,2022-01-12 12:14:27
858  ,ANCIANO CRES ,K2S2R8,Ward 23,,PT LOT 31,CLARIDGE HOMES (BRIDLEWOOD TRAILS PHASE 3) INC,Rowhouse,Goulbourn,Construct a 3 storey block of 12 back-to-back townhouse dwellings,12.0,1867290.88,16744.0,2200159,Construction,2022-01-12 12:14:27
860  ,ANCIANO CRES ,K2S2R8,Ward 23,,PT LOT 31,CLARIDGE HOMES (BRIDLEWOOD TRAILS PHASE 3) INC,Rowhouse,Goulbourn,Construct a 3 storey block of 12 back-to-back townhouse dwellings,12.0,1867290.88,16744.0,2200159,Construction,2022-01-12 12:14:27
862  ,ANCIANO CRES ,K2S2R8,Ward 23,,PT LOT 31,CLARIDGE HOMES (BRIDLEWOOD TRAILS PHASE 3) INC,Rowhouse,Goulbourn,Construct a 3 storey block of 12 back-to-back townhouse dwellings,12.0,1867290.88,16744.0,2200159,Construction,2022-01-12 12:14:27
864  ,ANCIANO CRES ,K2S2R8,Ward 23,,PT LOT 31,CLARIDGE HOMES (BRIDLEWOOD TRAILS PHASE 3) INC,Rowhouse,Goulbourn,Construct a 3 storey block of 12 back-to-back townhouse dwellings,12.0,1867290.88,16744.0,2200159,Construction,2022-01-12 12:14:27
866  ,ANCIANO CRES ,K2S2R8,Ward 23,,PT LOT 31,CLARIDGE HOMES (BRIDLEWOOD TRAILS PHASE 3) INC,Rowhouse,Goulbourn,Construct a 3 storey block of 12 back-to-back townhouse dwellings,12.0,1867290.88,16744.0,2200159,Construction,2022-01-12 12:14:27
868  ,ANCIANO CRES ,K2S2R8,Ward 23,,PT LOT 31,CLARIDGE HOMES (BRIDLEWOOD TRAILS PHASE 3) INC,Rowhouse,Goulbourn,Construct a 3 storey block of 12 back-to-back townhouse dwellings,12.0,1867290.88,16744.0,2200159,Construction,2022-01-12 12:14:27
50  ,ARINTO PL ,K2S2R7,Ward 23,,PT LOT 31,CLARIDGE HOMES (BRIDLEWOOD TRAILS PHASE 3) INC,Rowhouse,Goulbourn,Construct a 3 storey block of 8 back-to-back townhouse dwellings,8.0,1263075.52,11326.0,2200160,Construction,2022-01-12 12:31:11
52  ,ARINTO PL ,K2S2R7,Ward 23,,PT LOT 31,CLARIDGE HOMES (BRIDLEWOOD TRAILS PHASE 3) INC,Rowhouse,Goulbourn,Construct a 3 storey block of 8 back-to-back townhouse dwellings,8.0,1263075.52,11326.0,2200160,Construction,2022-01-12 12:31:11
54  ,ARINTO PL ,K2S2R7,Ward 23,,PT LOT 31,CLARIDGE HOMES (BRIDLEWOOD TRAILS PHASE 3) INC,Rowhouse,Goulbourn,Construct a 3 storey block of 8 back-to-back townhouse dwellings,8.0,1263075.52,11326.0,2200160,Construction,2022-01-12 12:31:11
56  ,ARINTO PL ,K2S2R7,Ward 23,,PT LOT 31,CLARIDGE HOMES (BRIDLEWOOD TRAILS PHASE 3) INC,Rowhouse,Goulbourn,Construct a 3 storey block of 8 back-to-back townhouse dwellings,8.0,1263075.52,11326.0,2200160,Construction,2022-01-12 12:31:11
870  ,ANCIANO CRES ,K2S2R8,Ward 23,,PT LOT 31,CLARIDGE HOMES (BRIDLEWOOD TRAILS PHASE 3) INC,Rowhouse,Goulbourn,Construct a 3 storey block of 8 back-to-back townhouse dwellings,8.0,1263075.52,11326.0,2200160,Construction,2022-01-12 12:31:11
872  ,ANCIANO CRES ,K2S2R8,Ward 23,,PT LOT 31,CLARIDGE HOMES (BRIDLEWOOD TRAILS PHASE 3) INC,Rowhouse,Goulbourn,Construct a 3 storey block of 8 back-to-back townhouse dwellings,8.0,1263075.52,11326.0,2200160,Construction,2022-01-12 12:31:11
