ST # ,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR ,BLG TYPE ,MUNICIPALITY ,DESCRIPTION,D.U.,VALUE,Sq Ft,PERMIT#,APPL. TYPE,ISSUED DATE
2323,RIVERSIDE DR ,K1A0P5,Ward 17,4M-,"18, 19",STERIC DESIGN & GENERAL CONTRACTING,Retail,Old Ottawa,"Interior alterations on the 2nd floor of a 2 storey retail building (Billings Bridge, Unit 210, Teryiki Experience)",0,31000,200,1600113,Construction,2016-01-08 10:23
304,SILENT WOOD GROVE ,K0A1L0,Ward 5,4M-1414,2,DOYLE HOMES,Single,West Carleton,Construct a 2 storey detached dwelling,1,330575.36,2224,1600116,Construction,2016-01-08 10:55
145,BUELL ST ,K1Z7G1,Ward 15,265,48,"DICKIE, RICHARD",Single,Old Ottawa,Construct an addition to 1 1/2 storey detached dwelling,0,172587.56,331,1600117,Construction,2016-01-08 11:04
20,ROSS AVE ,K1Y0N3,Ward 15,M-52,"829, PT LOT 830",SUMMERSTONE LTD.,Single,Old Ottawa,Construct a canopy over front porch of a 1 storey detached dwelling,0,8500,0,1600118,Construction,2016-01-08 11:18
501,PALLADIUM DR ,K2V0A2,Ward 23,,pt lot 1,CONTRACTOR UNKNOWN,Office,Kanata,Interior alterations on the 1st floor of a 2 storey office building (training room - Installation of structural walls and ceiling only),0,150000,2000,1600119,Construction,2016-01-08 13:37
50,O'CONNOR ST ,K1P6L2,Ward 14,3922,9 10-13,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alterations on the 16th floor of a 17 storey office building (washrooms and corridor at elevators),0,350000,3600,1600120,Construction,2016-01-08 13:40
50,O'CONNOR ST ,K1P6L2,Ward 14,4M-,,CONTRACTOR UNKNOWN,Office,Old Ottawa,"Interior alterations on the 3rd floor of a 17 storey office building (Lobby, corridors washrooms)",0,350000,3700,1600121,Construction,2016-01-08 13:43
66,SLATER ST ,K1P5H1,Ward 14,3922,56 to 58,CONTRACTOR UNKNOWN,Office,Old Ottawa,"Interior alterations on the 3rd, 4th & 11th floor of a 23 storey office building",0,463650,3843,1600122,Construction,2016-01-08 13:44
50,O'CONNOR ST ,K1P6L2,Ward 14,3922,13-Sep,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alterations on the 11th floor of a 17 storey office building (Lobby & corridors washrooms),0,350000,3600,1600123,Construction,2016-01-08 13:45
694,EASTFIELD ST ,K1K2E6,Ward 13,M-100,69,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a secondary dwelling unit in a 1 storey detached dwelling (basement),1,40000,990.3,1600124,Construction,2016-01-08 14:15
23,FIFESHIRE CRES ,K2E7J7,Ward 9,645780,419,***CONTRACTOR***,Single,Nepean,Construct a front porch on a 2 storey detached dwelling,0,25000,322,1600125,Construction,2016-01-08 15:37
1175,ST. MORITZ CRT ,K1C2B2,Ward 1,M171,510,***CONTRACTOR***,Single,Gloucester,Interior alteration to remove beam and add post (kitchen),0,500,0,1600126,Construction,2016-01-08 15:48
574,"BAIE-DES-CASTORS, DE LA RUE ",,Ward 19,4M-1539,29,TAMARACK DEVELOPMENTS CORPORATION,Single,Cumberland,Construct a 2 Storey Single with attached garage  Model: 4308 2015 B,1,380815,2562,1600127,Construction,2016-01-08 16:01
31,PARKMOUNT CRES ,K2H5T3,Ward 9,485324,31,***CONTRACTOR***,Single,Nepean,Interior alterations to a 1 storey detached dwelling (add a shower to the bathroom in the basement),0,10000,67.5,1600128,Construction,2016-01-08 16:14
1,STONEHEDGE PK ,K2H8Z1,Ward 7,M-296,9,***CONTRACTOR***,Single,Nepean,Finish the basement in a 1 storey detached dwelling,0,41269.9,1110.6,1600129,Construction,2016-01-08 16:26
1432,RIVERSIDE DR ,,Ward 17,,,OLRT CONSTRUCTORS,Industrial,Old Ottawa,Construct a 1 storey OC Transpo bus operator building (Confederation Line - Hurdman OLRT Station),0,298618.65,2220,1600130,Construction,2016-01-11 8:35
10,RIDEAU ST ,K1N9J1,Ward 12,4M-820,12,OLRT CONSTRUCTORS,Commercial,Old Ottawa,"Construct a 2 storey rapid transit station (Confederation Line - Rideau OLRT Station) - excluding east entrance (see application A16-000367), excluding west entrance (see application A14-001453 & A15-005319) and excluding mid-entrance SHORING & EXCAVATION (see application A15-005125)",0,11353034.47,66082.46,1600131,Construction,2016-01-11 8:39
50,RIDEAU ST ,K1N9J7,Ward 12,4M-820,12,OLRT CONSTRUCTORS,Commercial,Old Ottawa,"Construct a 2 storey rapid transit station (Confederation Line - Rideau OLRT Station) - excluding east entrance (see application A16-000367), excluding west entrance (see application A14-001453 & A15-005319) and excluding mid-entrance SHORING & EXCAVATION (see application A15-005125)",0,11353034.47,66082.46,1600131,Construction,2016-01-11 8:39
51,RIDEAU ST ,K1N5W8,Ward 12,4M-820,12,OLRT CONSTRUCTORS,Commercial,Old Ottawa,"Construct a 2 storey rapid transit station (Confederation Line - Rideau OLRT Station) - excluding east entrance (see application A16-000367), excluding west entrance (see application A14-001453 & A15-005319) and excluding mid-entrance SHORING & EXCAVATION (see application A15-005125)",0,11353034.47,66082.46,1600131,Construction,2016-01-11 8:39
117,RIDEAU ST ,K1N5X4,Ward 12,4M-820,12,OLRT CONSTRUCTORS,Commercial,Old Ottawa,"Construct a 2 storey rapid transit station (Confederation Line - Rideau OLRT Station) - excluding east entrance (see application A16-000367), excluding west entrance (see application A14-001453 & A15-005319) and excluding mid-entrance SHORING & EXCAVATION (see application A15-005125)",0,11353034.47,66082.46,1600131,Construction,2016-01-11 8:39
5,OAKRIDGE BLVD ,K2G2T6,Ward 8,305887,10,GO HOME CONTRACTING INC,Single,Nepean,"Demolish sunroof, with alterations to wall in a 2 storey detached dwelling",0,700,182,1600132,Construction,2016-01-11 8:43
18,AURIGA DR ,K2E7T9,Ward 9,,,BOSS ELECTRIC,Office,Nepean,"Interior alterations to replace a fire alarm panel, an annunciator and 60 minihorns with speakers  in a 2 storey office building (Canadian Bank Note)",0,24945,0,1600133,Construction,2016-01-11 9:15
2100,JOCKVALE RD ,K2J6A6,Ward 3,4M-1504,16,CLARIDGE HOMES (CEDARVIEW) LIMITED PARTNERSHIP,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Copenhagen III 2013 B 4 bed,1,307536,2069,1600134,Construction,2016-01-11 9:54
655,WILLOWMERE WAY ,K1T0K1,Ward 22,4M1426,19 & 39,B & A RENOVATIONS,Single,Gloucester,Interior alterations to a 2 storey detached dwelling (convert 2nd floor loft to 4th bedroom),0,5013.81,108,1600135,Construction,2016-01-11 10:00
1429,RIDGEGATE ST ,K1C7N5,Ward 2,4M-1009,32,KEVIN WILLIAMSON RENOVATIONS,Single,Gloucester,Finish the basement in a 2 storey detached dwelling,0,26012,700,1600136,Construction,2016-01-11 10:19
348,STEWART ST ,K1N6K8,Ward 12,4M-6,45,***CONTRACTOR***,Apartment,Old Ottawa,Interior alterations to convert a 3 storey triplex into a 4 unit apartment building (basement),1,25000,1657,1600138,Construction,2016-01-11 11:16
50,RIDEAU ST ,K1N9J7,Ward 12,3922,1 to 10,CONTRACTOR UNKNOWN,Retail,Old Ottawa,"Interior alterations on the 3rd floor of a 3 storey retail building (Rideau Centre, Unit 347)",0,60000,2152.78,1600139,Construction,2016-01-11 11:17
250,GREENBANK RD ,K2H8X4,Ward 9,M-138,,BETTER LIVING SOLUTIONS,Retail,Nepean,Tenant Fit-up in a 1 storey retail building (H&R Block - Unit 8B),0,65000,1031.71,1600141,Construction,2016-01-11 11:37
153,BANK ST ,K1P5N7,Ward 14,4M-3922,36 37,CONTRACTOR UNKNOWN,Retail,Old Ottawa,"Tenant fit-up in a 3 storey building (Sansotei Ramen Restaurant, 1st floor with storage in the basement)",0,70000,1082.85,1600142,Construction,2016-01-11 12:38
2277,RIVERSIDE DR ,K1H7X6,Ward 17,,18 19,MATTOCK CONSTRUCTION INC.,Retail,Old Ottawa,"Tenant fit-up in a 2 storey retail building (Things Engraved, Billings Bridge Plaza, Unit 055A-2)",0,110000,431,1600143,Construction,2016-01-11 12:40
217,KINCARDINE DR ,K2V1C5,Ward 23,4M-1081,,PROTECTIVE PLUMBING CANADA,Rowhouse,Kanata,PLUMBING ONLY- install an open port backwater valve on the sanitary sewer in a detached dwelling (mainline),0,0,0,1600144,Construction,2016-01-11 13:52
20,AIRBUS PRIV ,,Ward 10,4M-,,MICHANIE CONSTRUCTION INC,Institutional,Gloucester,"Construct a 1 storey addition with a mezzanine to a 1 storey training facility (Ottawa MacDonald Cartier Airport, building 0-276)",0,2005858.54,11363.35,1600145,Construction,2016-01-11 14:28
1451,WELLINGTON ST W,K1Y2X4,Ward 15,145,1 & 2,CONTRACTOR UNKNOWN,Office,Old Ottawa,Tenant fit up in a 1 storey sales centre (Condominium Sales Centre),0,375000,3724.31,1600146,Construction,2016-01-11 14:48
1842,ILLINOIS AVE ,K1H6W8,Ward 18,788,28,TUNGSTEN RENOS,Single,Old Ottawa,Interior alterations on the 2nd floor of a 2 storey detached dwelling,0,19000,70,1600148,Construction,2016-01-11 15:25
1777,HUNTER'S RUN DR ,K1C6W6,Ward 2,4M-,,SUNROOM LIVING,Single,Gloucester,Construct a 3 season sunroom at the rear of a 2 storey detached dwelling,0,23000,182,1600149,Construction,2016-01-11 15:26
2141,CARP RD ,K0A1L0,Ward 21,4M-,2,CONTRACTOR UNKNOWN,Retail,West Carleton,Interior/Exterior alterations to a 1 storey gas bar (Shell Canada),0,109650,3075,1600150,Construction,2016-01-11 15:29
1611,FISHER AVE ,K2C1X8,Ward 16,455,98,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 1 storey detached dwelling,-1,10000,-1100,1600151,Demolition,2016-01-11 15:45
125,RIOCAN AVE ,K2J5G5,Ward 22,4M-1218,,CONTRACTOR UNKNOWN,Retail,Nepean,Interior alterations in a 1 storey retail building (Starbucks - addition of patio),0,225000,1022,1600152,Construction,2016-01-11 16:14
601,DUFF CRES ,K1J7C6,Ward 11,837,948,***CONTRACTOR***,Single,Gloucester,Interior alterations on the ground floor and finish the basement of a 1 storey detached dwelling,0,43444,1207,1600154,Construction,2016-01-12 9:18
135,THAD JOHNSON PRIV ,K1V1A2,Ward 10,4M-,,BONA BUILDING & MANAGEMENT CO LTD,Retail,Gloucester,FOUNDATION PERMIT -Construct the foundation and ground floor slab for an 8 storey hotel (Fairfield Inn & Suites),0,1158105,29417.44,1600155,Construction,2016-01-12 9:23
1501,INNES RD ,K1B1C5,Ward 11,4M-,22 and 23,VCL CONSTRUCTION,Retail,Gloucester,"Tenant fit up in a 1 storey retail building (Marks Work Warehouse, Unit B)",0,456232.72,15683,1600156,Construction,2016-01-12 10:11
790,BASELINE RD ,K2C0A3,Ward 9,310501,E35,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Interior alterations in a 2 storey semi detached dwelling,0,110000,1650,1600157,Construction,2016-01-12 10:14
11,COLONEL BY DR ,K1N9H4,Ward 12,3922,1 to 10,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Interior alterations on the 22nd floor of a 24 storey hotel (The Westin Hotel),0,45000,4000,1600158,Construction,2016-01-12 10:22
243,FERIAND ST ,K1L7T5,Ward 12,M25,259,CONTRACTOR UNKNOWN,Detached Garage/Shed,Vanier,Construct a detached garage,0,15000,480,1600161,Construction,2016-01-12 11:44
7,TIVERTON DR ,K2E6L4,Ward 9,427936,690-691,HUBERT HEATING,Single,Nepean,Install a wood burning insert in a 1 storey detached dwelling (ground floor),0,4000,18,1600163,Construction,2016-01-12 12:22
169,SPRINGBEAUTY AVE ,K2J5T8,Ward 3,4M-1506,11,CARDEL HOMES INC. OTTAWA DIVISION,Single,Nepean,Construct a 2 storey detached dwelling,1,356178.6,2144,1600164,Construction,2016-01-12 13:35
1642,MERIVALE RD ,K2G4A1,Ward 8,401392,,VCL CONSTRUCTION,Retail,Nepean,Interior alterations on the 1st floor of a 2 storey retail building (Rockwells),0,35000,4660,1600166,Construction,2016-01-12 14:13
152,BYRON AVE ,K1Y3J2,Ward 15,408,1,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Install a sprinkler system in a 2-storey care facility,0,60116.36,100,1600167,Construction,2016-01-12 14:14
855,MARYLAND AVE ,K2C0H9,Ward 16,321179,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Install a sprinkler system in a 2 storey care facility,0,68703.64,100,1600168,Construction,2016-01-12 14:15
615,SHELLEY AVE ,K1G0N5,Ward 18,702,1447,***CONTRACTOR***,Single,Old Ottawa,Interior alterations in the basement of a 1 storey detached dwelling,0,5000,300,1600169,Construction,2016-01-12 14:20
230,ELGIN ST ,K2P1L7,Ward 14,12281,57,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Interior alterations to a resturant in a 3 storey mixed use Building (add kitchen exhaust hood system in Pizza Pizza),0,50000,2022,1600170,Construction,2016-01-12 15:14
156,CLEOPATRA DR ,K2G5X2,Ward 9,4M-747,,"JOUBAILL, HASSAN",Institutional,Nepean,Interior alterations to change storage area into instructional facility in a 1 storey institutional building (Church -Transforming Life Centre),0,50000,3078,1600171,Construction,2016-01-12 15:36
831,BANK ST ,K1S3V9,Ward 17,34756,,SPACEFORM CONSTRUCTORS INCORPORATED,Retail,Old Ottawa,Tenant fit-up on the 1st floor of a 2 storey mixed-use building (Eyes in the Glebe),0,22900,900,1600172,Construction,2016-01-13 9:44
5929,JEANNE D'ARC BLVD S,K1C6V8,Ward 1,162,11-Oct,SPACEFORM CONSTRUCTORS INCORPORATED,Retail,Gloucester,Tenant Fit-up in a 1 storey retail building (Map Physiotherapy),0,25000,0,1600173,Construction,2016-01-13 10:07
2827,RIVERSIDE DR ,K1V8N4,Ward 16,66,43 & 44,CONTRACTOR UNKNOWN,Office,Old Ottawa,Install an elevator in a 2 storey office building (War Amps),0,150000,1636.11,1600174,Construction,2016-01-13 11:25
2020,LANTHIER DR ,K4A3V4,Ward 19,,1,TERLIN CONSTRUCTION LTD.,Retail,Cumberland,Interior alterations in a 1 storey retail building (Bulk Barn),0,202000,5080.57,1600175,Construction,2016-01-13 12:00
110,PLACE D'ORLEANS DR ,K1C2L9,Ward 1,,,MADESIN GENERAL CONTRACTORS LTD.,Retail,Cumberland,"Tenant fit up on the 2nd floor of a 2 storey retail building (Unit 380, 390 & 401, Bath & Body Works)",0,155000,3062.86,1600176,Construction,2016-01-13 12:05
4837,ALBION RD ,K1X1A3,Ward 20,,24,JUMEC CONSTRUCTION INC.,Retail,Gloucester,"Interior alterations on the 2nd floor of a 2 storey assembly building (Rideau Carleton Raceway, Winner's Circle & Bar)",0,233729.2,2437.83,1600178,Construction,2016-01-13 13:36
1175,ST. MORITZ CRT ,K1C2B2,Ward 1,M-171,510,RENOVATION J.J. 2005 INC.,Single,Gloucester,"Install 2 windows (front), enlarge 1 window (rear) to a 2 storey detached dwelling",0,7175,0,1600179,Construction,2016-01-13 15:15
278,"SOLDATS-RIENDEAU, RUE DES  ",,Ward 3,4M-1525,71,***CONTRACTOR***,Single,Nepean,Finish the basement in a 2 storey detached dwelling,0,25998.99,699.65,1600180,Construction,2016-01-13 15:59
1239,CHEVERTON AVE ,K1H7P5,Ward 18,365,21 - 22,D. K. DESIGN,Single,Old Ottawa,Install a woodburning fireplace in a 1 storey detached dwelling,0,12000,0,1600182,Construction,2016-01-14 9:56
831,INDUSTRIAL AVE ,K1G4L3,Ward 18,,13 AND 14,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alterations to install a maglock on the back door of a 1 storey office building,0,4000,0,1600183,Construction,2016-01-14 10:07
60,BLENHEIM DR ,K1L5B5,Ward 13,4M-87,28,"CONNOLLY, FRANK",Single,Rockcliffe Park,Remove and replace an attached garage and a 1 storey addition on a 2 storey detached dwelling (side yard),0,71821.6,810,1600184,Construction,2016-01-14 10:23
1850 A ,RIVER RD ,K4M1B4,Ward 20,,,***CONTRACTOR***,Demolition,Osgoode,Demolish a 1 storey detached dwelling,-1,1000,-818,1600185,Demolition,2016-01-14 10:33
21,NANOOK CRES ,K2L2A6,Ward 23,898,955,HUNTLEY PLUMBING INC.,Rowhouse,Kanata,Install a Protective Plumbing Device on the building drain,0,0,0,1600186,Construction,2016-01-14 11:24
142,FELICITY CRES ,K1W0C3,Ward 2,4M1473,4,VALECRAFT HOMES LIMITED,Single,Gloucester,Construct a 1 storey detached dwellling with attached garage (Model : The St. Jerome (920)),1,274408.02,1641,1600187,Construction,2016-01-14 13:21
6654,NOTRE DAME ST ,K1C1H3,Ward 2,4M-,5,***CONTRACTOR***,Single,Gloucester,Remove portion of garage and enclose remainder on a detached dwelling,0,1000,240,1600188,Construction,2016-01-14 13:35
1265,WALKLEY RD ,K1V6P9,Ward 18,31,23-24,CARMANAH TECHNOLOGIES CORP,Institutional,Old Ottawa,Install 840 and 312 solar panel arrays clamped to roof decking onto two institutional buildings (Jim Durrell Recreation Complex),0,141785.6,0,1600189,Construction,2016-01-14 13:36
110,IBER RD ,K2S1E9,Ward 6,4M-658,,CARMANAH TECHNOLOGIES CORP,Industrial,Goulbourn,"Install 6 solar arrays of total 1,176 panels with 120 U-anchors and 2,728-15 kg and 499-6.6 kg ballast on a 1 storey industrial storage garage",0,198432,0,1600190,Construction,2016-01-14 13:38
516,"GENEVRIERS, RUE DES  ",,Ward 19,,117,MINTO COMMUNITIES INC.,Single,Cumberland,Construct a 2 Storey Single with attached garage  Model: 36-06 Stanley 2014 B,1,362978,2442,1600191,Construction,2016-01-14 14:24
120,SHACKLEFORD WAY ,K2S0W5,Ward 6,,82,TAMARACK DEVELOPMENTS CORPORATION,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: 3620 2015 B,1,350790,2360,1600192,Construction,2016-01-14 14:39
211,ESCARPMENT CRES ,K2T0L6,Ward 4,,75,CARDEL HOMES INC. OTTAWA DIVISION,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Davenport 2015 R9,1,318386,2142,1600193,Construction,2016-01-14 14:45
361,HEPATICA WAY ,K4A0Z1,Ward 19,,8,MINTO COMMUNITIES INC.,Single,Cumberland,Construct a 2 Storey Single with attached garage  Model: 43-03 Drake 2014 C,1,392112,2638,1600194,Construction,2016-01-14 15:07
359,HEPATICA WAY ,K4A0Z1,Ward 19,,9,MINTO COMMUNITIES INC.,Single,Cumberland,Construct a 2 Storey Single with attached garage  Model: 36-03 Fitzroy 2014 A,1,338156,2275,1600195,Construction,2016-01-14 15:11
710,"CARTOGRAPHE, RUE DU  ",,Ward 19,4M-1539,,TAMARACK DEVELOPMENTS CORPORATION,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: T-1 2015 A,T-6 2015 A,T-9 2015 A,T-2 2015 A",4,708677,6357,1600196,Construction,2016-01-14 15:15
712,"CARTOGRAPHE, RUE DU  ",,Ward 19,4M-1539,,TAMARACK DEVELOPMENTS CORPORATION,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: T-1 2015 A,T-6 2015 A,T-9 2015 A,T-2 2015 A",4,708677,6357,1600196,Construction,2016-01-14 15:15
714,"CARTOGRAPHE, RUE DU  ",,Ward 19,4M-1539,,TAMARACK DEVELOPMENTS CORPORATION,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: T-1 2015 A,T-6 2015 A,T-9 2015 A,T-2 2015 A",4,708677,6357,1600196,Construction,2016-01-14 15:15
716,"CARTOGRAPHE, RUE DU  ",,Ward 19,4M-1539,,TAMARACK DEVELOPMENTS CORPORATION,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: T-1 2015 A,T-6 2015 A,T-9 2015 A,T-2 2015 A",4,708677,6357,1600196,Construction,2016-01-14 15:15
949,KEVIN CRES ,K4C1C5,Ward 19,4M-,16,***CONTRACTOR***,Single,Cumberland,Interior alterations on the 1st floor of a 2 storey detached dewlling,0,1000,6060,1600197,Construction,2016-01-14 15:28
1193,HUNT CLUB RD ,K1V8S4,Ward 10,N-419234,5,1179 HUNT CLUB INC.,Retail,Old Ottawa,Construct a 1 storey addition (west side) and interior alterations to a 1 storey retail building (Building C),0,950000,3675,1600198,Construction,2016-01-14 15:50
26,BRIGHTSIDE AVE ,K2S2B3,Ward 6,4M-1163,182,***CONTRACTOR***,Single,Goulbourn,Finish the basement in a 2 storey detached dwelling,0,26012,700,1600199,Construction,2016-01-14 15:57
99,BANK ST ,K1P6B9,Ward 14,417,,FERANO CONSTRUCTION LTD.,Office,Old Ottawa,Interior alterations on the 14th floor of a 16 storey office building (McCague Borlack LLP),0,114000,2753.06,1600200,Construction,2016-01-15 9:26
112,DANZIG TERR ,,Ward 6,4M-1521,160,CARDEL HOMES INC. OTTAWA DIVISION,Single,Goulbourn,Construct a 2 storey detached dwelling,1,348765.18,2179,1600201,Construction,2016-01-15 9:26
593,ROUNCEY RD ,K2V0C4,Ward 6,4M-1521,265,CARDEL HOMES INC. OTTAWA DIVISION,Single,Goulbourn,Construct a 2 storey detached dwelling,1,354785.1,2215,1600202,Construction,2016-01-15 9:31
732,BANK ST ,K1S3V4,Ward 17,34756,09-Jun,FILOSO CONTRACTING,Retail,Old Ottawa,Tenant fit up in a 1 storey retail building (Purrdy Paws),0,9000,1000,1600203,Construction,2016-01-15 9:51
110,MONTARGIS CIR ,K4A0M4,Ward 19,4M-1376,49,***CONTRACTOR***,Single,Cumberland,Finish the basement in a 2 storey detached dwelling,0,33444,900,1600204,Construction,2016-01-15 10:57
62,CYMBELINE DR ,K2H7Y1,Ward 8,575518,23,***CONTRACTOR***,Rowhouse,Nepean,Interior alterations to create a new ensuite bathroom on the 2nd floor of a 2 storey rowhouse,0,7000,78.4,1600205,Construction,2016-01-15 10:58
1550,GILLES ST ,K1H8E5,Ward 17,527,39,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 1 storey detached dwelling,-1,10000,-3000,1600206,Demolition,2016-01-15 11:18
29,PITTAWAY AVE ,K1G4P3,Ward 10,4M-554,73,OTTAWA GENERAL CONTRACTORS,Single,Old Ottawa,Finish the basement in a 2 storey detached dwelling,0,21664.28,583,1600207,Construction,2016-01-15 11:25
47,THIRD AVE ,K1S2J7,Ward 17,35085,19,OTTAWA GENERAL CONTRACTORS,Single,Old Ottawa,Interior alterations on the 1st floor of a 3 storey detached dwelling,0,18831.82,683.75,1600208,Construction,2016-01-15 11:28
525,INDUSTRIAL AVE ,K1G0Z1,Ward 18,4M-1283,,CONTRACTOR UNKNOWN,Retail,Old Ottawa,"Tenant fit-up in a 1 storey retail building (Unit 2, Color Me Mine)",0,15000,1299,1600209,Construction,2016-01-15 11:37
58,CIMARRON CRES ,K2G6C9,Ward 8,4M-848,21,***CONTRACTOR***,Single,Nepean,Interior alterations on the 1st floor of a 2 storey detached dwelling,0,10000,10,1600210,Construction,2016-01-15 14:16
39,MCGIBBON DR ,K2L4A7,Ward 23,4M-626,,CONTRACTOR UNKNOWN,Rowhouse,Kanata,Interior alterations on the 1st floor of a 2 storey rowhouse (Remove loadbearing wall),0,1000,96.88,1600211,Construction,2016-01-15 14:40
11,CRAIG ST ,K1S4B6,Ward 17,44,14,JHBG INC.,Single,Old Ottawa,Interior alterations on the 2nd floor of 2 storey detached dwelling (renovate bathroom),0,15000,75,1600212,Construction,2016-01-15 14:46
672,WAVELL AVE ,K2A3B1,Ward 15,4M-29,910,***CONTRACTOR***,Single,Old Ottawa,Construct a 2 storey detached dwelling,1,474752.18,2899.26,1600213,Construction,2016-01-15 16:29
